STATIONCODE,LOCATION,STATE,MONTH,Temp,D.O._(mg/l),PH,CONDUCTIVITY_(µmhos/cm),TURBIDITY_(FNU),COLOR_(mgPt/L),ALKALINITY_(mmol/L),B.O.D._(mg/l),NITRATE,FECAL_COLIFORM_(MPN/100ml),Int_(cfu/100ml),CIPerf_(cfu/100_ml),TERMOTOL_COLIFORM_(cfu/100_ml),TOTAL_COLIFORM_(MPN/100ml)Mean,year
2082,SKJAERSJOELVA,OSLO,JAN,26.8,6.2,8.4,2670,0.94,,,1.3,0.24,0,0.69,<1,<1,0,2012
1399,SKJAERSJOELVA,OSLO,JAN,28.7,6.8,6.5,43,1.02,12,,1.1,0.42,8,0.65,<1,<1,178,2012
1475,SKJAERSJOELVA,OSLO,FEB,29.3,6.6,7,59,0.92,12,,1.1,0.27,8,0.76,<1,<1,113,2012
1400,SKJAERSJOELVA,OSLO,FEB,28.8,6,6.2,106,0.91,12,,1.5,0.28,9,0.9,<1,<1,166,2012
1476,SKJAERSJOELVA,OSLO,FEB,28.3,5.9,6.6,516,0.9,6,,1.1,0.18,8,0.62,<1,<1,169,2012
1543,SKJAERSJOELVA,OSLO,MAR,25.8,7.3,6.1,87,0.92,9,,0.9,0.33,6,1.04,<1,<1,169,2012
1548,,OSLO,APR,28.3,7.3,5.9,74,0.93,9,,1.5,0.22,8,0.19,<1,<1,163,2012
2276,,OSLO,MAY,27.8,6.7,6.3,127,0.91,9,,2,0.44,10,0.57,<1,<1,149,2012
2275,,OSLO,MAY,26,6.8,6.2,226,0.94,9,,1.6,0.18,9,0.64,<1,<1,151,2012
1546,,,JUN,27.8,7.1,5.9,93,0.92,9,,1.8,0.28,9,,<1,<1,131,2012
2270,,OSLO,JUN,26.3,7.4,6.2,76,0.93,9,,1.3,0.41,11,0.63,28.8,<1,133,2012
2272,SKJAERSJOELVA,OSLO,JUL,25.7,7.3,6.2,113,0.94,7,,1.2,0.33,9,0.12,<1,<1,137,2012
1545,SKJAERSJOELVA,OSLO,AUG,29,7.3,5.9,100,0.97,7,7.3,1.3,0.27,6,0.19,<1,<1,173,2012
2274,SKJAERSJOELVA,OSLO,AUG,26.9,6,5.9,273,1.06,7,7.2,1.8,0.31,10,0.14,<1,<1,171,2012
2271,SKJAERSJOELVA,OSLO,AUG,27,6.1,6.5,201,1.01,2,7.2,2,0.43,9,0.58,<1,<1,149,2012
2273,SKJAERSJOELVA,,SEP,27.5,6.2,6.3,245,0.92,2,7.9,1.8,0.31,7,0.88,<1,<1,135,2012
1547,SKJAERSJOELVA,OSLO,OCT,28.3,7,6.5,75,0.9,2,7.9,0.9,0.22,7,0.66,<1,<1,166,2012
1544,SKJAERSJOELVA,OSLO,NOV,29,7.3,6,74,0.82,2,7.6,1.6,0.11,8,0.79,<1,<1,181,2012
2651,SKJAERSJOELVA,OSLO,DEC,28.2,7.1,7.9,108,0.97,16,7.5,3.3,0.42,65,0.65,<1,<1,137,2012
1461,DAUSJOELVA,OSLO,JAN,0,7.1,7.7,111,0.99,2,7.8,4.4,0.32,0,0.66,<1,<1,0,2012
2653,DAUSJOELVA,OSLO,JAN,27.4,7,8,129,0.87,2,8.1,3.5,0.49,40,0.67,<1,<1,105,2012
2654,DAUSJOELVA,OSLO,JAN,27.3,7,8,130,0.93,11,8.3,3.3,0.46,33,0.6,<1,<1,93,2012
1092,DAUSJOELVA,OSLO,JAN,28.5,5.7,7.4,2323,0.98,13,7.6,6.3,1.47,400,0.66,<1,<1,541,2012
2670,DAUSJOELVA,OSLO,FEB,28.4,5.9,7.6,462,0.97,6,7.7,4.9,2.47,23,0.65,<1,<1,63,2012
1152,DAUSJOELVA,OSLO,FEB,28.4,7,7.7,107,0.94,6,7.7,3.8,0.4,131,0.67,<1,<1,285,2012
2198,DAUSJOELVA,OSLO,FEB,28.9,6.2,7.4,299,0.89,6,7.7,5.1,0.95,209,0.66,<1,<1,401,2012
2671,DAUSJOELVA,OSLO,MAR,28.2,5.9,7.8,33259,0.92,,7.8,6.8,1.61,114,0.67,<1,<1,228,2012
2672,DAUSJOELVA,OSLO,MAR,28.9,7.2,7.9,77,0.92,11,7.7,3.2,0.42,164,0.68,<1,<1,282,2012
2168,DAUSJOELVA,OSLO,MAR,27,3.2,7.4,28018,0.94,9,7.6,46,1.67,908,0.83,<1,<1,1164,2012
2676,DAUSJOELVA,OSLO,APR,27.9,6.8,7.8,350,1.13,16,7.8,2.6,1.99,2,0.6,<1,<1,72,2012
1151,DAUSJOELVA,OSLO,APR,26.8,6.9,7.5,133,0.99,3,7.8,3.2,0.55,252,0.72,<1,<1,409,2012
1462,DAUSJOELVA,OSLO,MAY,27.2,6.9,7.5,143,0.99,6,,3.4,0.54,149,0.6,<1,<1,307,2012
2685,DAUSJOELVA,OSLO,MAY,26.8,6.1,6.9,609,0.85,8,,4.2,3.1,65,0.68,<1,<1,135,2012
2686,DAUSJOELVA,OSLO,JUN,26.9,6.8,7.4,129,0.87,8,,3.2,0.86,51,0.53,<1,<1,133,2012
2687,DAUSJOELVA,OSLO,JUN,26.8,6.7,7.4,130,0.92,8,6.6,3.2,0.75,45,0.74,<1,<1,124,2012
2688,DAUSJOELVA,,JUN,26.9,6.6,7.4,130,0.9,9,6.7,5,0.74,67,0.84,<1,<1,158,2012
2689,DAUSJOELVA,,JUL,26.9,6.7,7.5,120,0.9,11,7.1,3.6,0.73,85,0.85,36.4,<1,226,2012
2696,DAUSJOELVA,,JUL,26.2,7.1,7.9,139,0.92,11,7.1,3.2,0.45,74,0.19,<1,<1,147,2012
2199,DAUSJOELVA,,JUL,27.4,6,7.4,13925,0.94,11,7.1,59.1,3.08,4,0.86,<1,<1,116,2012
2701,DAUSJOELVA,,JUL,26.4,6.7,7.7,274,1.08,16,7.2,2.3,2.04,5,0.92,<1,<1,88,2012
2702,DAUSJOELVA,OSLO,AUG,26.7,6.3,7.9,326,0.98,16,6.4,2.5,2.32,2,0.2,<1,<1,71,2012
2703,DAUSJOELVA,OSLO,AUG,27.3,6.3,7.9,7392,1.06,16,7,2.4,6.41,4,0.72,<1,<1,71,2012
2704,DAUSJOELVA,OSLO,SEP,27.4,6.3,7.7,12051,0.91,16,6.6,4.4,5.37,4,0.87,<1,<1,102,2012
2706,DAUSJOELVA,OSLO,SEP,27.6,7,8.3,162,0.96,10,7.5,3.8,0.48,44,0.72,<1,<1,90,2012
2707,DAUSJOELVA,OSLO,SEP,27.5,7,8.3,212,0.92,9,6.9,3.6,0.44,47,0.86,<1,<1,90,2012
2708,DAUSJOELVA,OSLO,OCT,27.5,7.1,8.3,227,1.04,7,6.8,3.2,0.48,67,0.73,<1,<1,124,2012
2709,DAUSJOELVA,OSLO,OCT,26.9,6.8,8.2,314,0.92,7,6.5,4.3,0.45,28,0.78,<1,<1,69,2012
1093,,OSLO,NOV,25.9,6.8,7.8,151,1.01,2,6.9,3.4,0.5,601,0.7,<1,<1,740,2012
1094,,OSLO,NOV,25.9,7,7.8,123,0.95,2,7.5,3.4,0.44,42,0.71,<1,<1,100,2012
2162,,OSLO,NOV,26,6.9,7.8,139,0.84,2,7.2,3.3,0.76,85,0.9,<1,<1,169,2012
2712,DAUSJOELVA,OSLO,DEC,26.9,6.8,8.2,313,0.94,2,7,4,0.49,49,0.68,<1,<1,99,2012
2164,DAUSJOELVA,OSLO,DEC,24.8,6.7,7.8,215,0.83,11,0.8,2.5,0.83,2,0.77,<1,<1,51,2012
2713,DAUSJOELVA,OSLO,DEC,26.2,6.7,7.8,204,0.95,13,7.1,2.5,0.77,2,0.73,<1,<1,68,2012
2714,SVARTEDIKET,BERGEN,JAN,25.3,6.9,7.7,205,0.89,6,5.9,2.2,0.93,2,0.9,<1,<1,55,2012
1342,SVARTEDIKET,BERGEN,JAN,26.6,7.1,6.9,72,0.97,,5.1,0.5,0.25,278,0.81,<1,<1,641,2012
1443,SVARTEDIKET,BERGEN,JAN,26.8,6.6,6.9,70,0.94,7,6.7,0.9,0.49,223,0.82,<1,<1,495,2012
2297,SVARTEDIKET,BERGEN,FEB,26.6,6.9,7.1,52,0.97,7,5.8,0.8,0.18,46,0.91,<1,<1,520,2012
2319,SVARTEDIKET,BERGEN,FEB,26.8,7.2,7,830,1.01,,6.4,0.8,0.16,94,0.71,<1,<1,654,2012
2286,SVARTEDIKET,BERGEN,FEB,29.3,6.3,6.9,95,1.06,12,6.6,1.3,0.99,750,0.84,<1,<1,1325,2012
2331,SVARTEDIKET,BERGEN,MAR,25.4,7.2,7.4,164,1.09,12,5.4,0.9,0.46,1325,0.77,1,<1,2225,2012
2332,SVARTEDIKET,BERGEN,MAR,25.5,6.9,7.5,231,0.97,12,6.7,0.8,0.55,1000,0.81,<1,<1,1725,2012
1154,SVARTEDIKET,BERGEN,MAR,26.6,6.5,6.9,101,1.1,6,6.4,1.3,0.47,468,0.16,<1,<1,1127,2012
20,SVARTEDIKET,BERGEN,MAR,24.7,7.1,7.1,64,1.02,6,6.3,0.6,0.4,283,0.73,<1,<1,646,2012
21,SVARTEDIKET,BERGEN,APR,24.8,7.1,7.1,4600,0.98,8,6.2,0.6,0.35,229,0.32,<1,<1,538,2012
1572,SVARTEDIKET,BERGEN,APR,28,7.5,7.2,52,1.13,8,6.9,0.6,0.15,285,0.12,<1,<1,900,2012
1573,SVARTEDIKET,BERGEN,APR,27.4,2,6.8,265,1.08,8,7.1,2.4,2.3,1525,0.95,<1,<1,5425,2012
2295,SVARTEDIKET,BERGEN,MAY,26,5.6,7,12769,0.96,9,7.1,1.2,0.41,725,0.93,<1,<1,1650,2012
1564,SVARTEDIKET,BERGEN,MAY,27.4,7.1,7,90,1.01,,7.4,0.6,0.64,338,0.84,<1,<1,625,2012
2287,SVARTEDIKET,BERGEN,MAY,26.5,6.1,7,248,1.12,,7.5,0.8,0.66,500,0.82,<1,<1,1150,2012
1566,,BERGEN,JUN,28.4,6,7,94,1.09,,7.2,1.1,0.13,183,0.81,<1,<1,370,2012
2293,,BERGEN,JUN,28.8,6.5,7.5,76,1.02,,6.9,0.8,0.08,275,0.8,<1,<1,585,2012
2337,,BERGEN,JUL,26.7,1.5,6.6,192,1.01,,7.8,3.6,0.92,881,0.72,<1,<1,2978,2012
2338,,BERGEN,JUL,26.4,2,6.8,79,1.08,5,8,2.4,0.2,456,0.91,<1,<1,1275,2012
42,,BERGEN,JUL,26.5,7.2,7.1,52,1.32,5,8,0.6,0.15,298,0.9,<1,<1,687,2012
2294,,BERGEN,AUG,25.5,4,7.5,25964,1.12,5,7.7,1.1,0.76,945,0.68,<1,<1,1588,2012
1571,,BERGEN,AUG,28,7.2,7.3,54,1.03,5,7.9,0.9,0.25,330,0.82,<1,<1,610,2012
1155,,BERGEN,AUG,28,0.8,7.1,1239,0.99,2,8,11.9,1.87,4250,0.73,<1,<1,11000,2012
2289,SVARTEDIKET,BERGEN,SEP,27.9,6.4,6.5,58,1.1,2,7.8,1.3,0.34,255,0.87,<1,<1,960,2012
2301,SVARTEDIKET,BERGEN,SEP,28.1,6.3,6.8,77,1.01,2,8.5,1.2,0.16,73,0.75,<1,<1,208,2012
2291,SVARTEDIKET,BERGEN,SEP,28.6,5.4,6.6,80,0.98,2,8.3,1.6,0.27,335,0.7,<1,<1,775,2012
2326,SVARTEDIKET,BERGEN,OCT,25.3,5.8,7.8,666,1.03,11,7.8,1,0.24,993,0.8,<1,<1,1650,2012
1569,SVARTEDIKET,BERGEN,OCT,28.3,6.6,7.2,12768,1.24,13,8.5,1.1,0.13,88,0.83,<1,<1,1412,2012
2298,SVARTEDIKET,BERGEN,OCT,26.1,7.7,7.2,44,1.12,6,8.2,1,0.28,29,0.8,<1,<1,148,2012
1567,SVARTEDIKET,BERGEN,OCT,24.3,7.1,7,27,0.95,,7.3,0.4,0.11,73,0.17,<1,<1,218,2012
1568,SVARTEDIKET,BERGEN,NOV,26,7.3,7.2,59,0.97,,8.3,0.6,0.19,160,0.84,<1,<1,465,2012
2285,SVARTEDIKET,BERGEN,NOV,28.5,7.8,7.1,119,1.09,18,8,0.7,0.87,875,0.14,<1,<1,1725,2012
1340,SVARTEDIKET,BERGEN,NOV,26.6,7.3,7.1,54,1.08,11,,1.3,0.41,415,0.87,<1,<1,913,2012
1384,SVARTEDIKET,BERGEN,NOV,26.8,7,6.6,104,1.04,9,4.5,1.5,0.49,500,0.83,<1,<1,1000,2012
2307,SVARTEDIKET,BERGEN,DEC,28,6,7.2,92,1.03,16,4,0.7,0.38,765,0.87,<1,<1,1390,2012
1339,SVARTEDIKET,BERGEN,DEC,26.2,6.8,6.6,48,1.18,3,7,0.5,0.44,1225,0.8,<1,<1,2025,2012
2304,,BERGEN,DEC,28.5,5.6,7.1,20455,1.11,7,6.5,0.6,0.58,433,0.69,<1,<1,675,2012
43,OYEREN,STROMMEN,JAN,26.5,7,7,56,1.03,7,4.6,1.1,0.43,768,0.73,<1,<1,1725,2012
2302,OYEREN,STROMMEN,JAN,29.3,6.7,6.9,2531,1.06,7,6.6,0.5,0.22,308,0.72,<1,<1,465,2012
1570,OYEREN,STROMMEN,JAN,29.3,6.2,7.2,15362,1.26,7,7.1,0.8,0.39,830,0.85,<1,<1,1303,2012
1563,OYEREN,STROMMEN,FEB,27,7.3,7.2,62,1.03,13,6.2,0.8,0.95,525,0.95,<1,<1,985,2012
2284,OYEREN,STROMMEN,FEB,27.3,7.6,7.2,59,1.04,13,6.2,0.6,0.65,463,0.66,<1,<1,1163,2012
2288,OYEREN,STROMMEN,FEB,27.9,6.4,6.8,83,1.06,13,7.3,0.5,0.42,175,0.66,<1,<1,575,2012
1156,OYEREN,STROMMEN,FEB,27.8,7,6.6,50,0.94,18,7.7,0.6,0.75,295,0.67,<1,<1,578,2012
1341,OYEREN,STROMMEN,MAR,27.8,6.7,6.8,76,0.95,18,6.5,1.2,1.21,310,0.77,<1,<1,625,2012
1565,OYEREN,STROMMEN,MAR,28.3,6.7,6.6,64,1.12,18,5.3,0.9,1.35,428,0.24,<1,<1,838,2012
17,OYEREN,STROMMEN,MAR,27.5,5.6,6.9,943,1.16,22,4.1,1.5,0.4,655,0.6,<1,<1,1925,2012
18,OYEREN,STROMMEN,MAR,26.3,7.4,7,38,1.17,28,2.9,0.9,0.26,386,0.8,<1,<1,1196,2012
1338,OYEREN,STROMMEN,APR,27,6.7,6.9,43,1.15,7,3.5,1,0.3,1043,0.77,<1,<1,2750,2012
2333,OYEREN,STROMMEN,APR,27.4,7.1,7.3,48,0.94,7,6,1.5,0.36,595,0.77,<1,<1,1775,2012
2334,OYEREN,STROMMEN,APR,27,6.2,6.8,309,0.93,7,7.7,1.6,0.39,1129,0.23,<1,<1,2725,2012
2335,OYEREN,STROMMEN,APR,27.4,5.2,6.8,61,0.95,,6.5,1.8,0.33,1123,0.84,<1,<1,2650,2012
2336,OYEREN,STROMMEN,MAY,27.3,6.8,6.9,995,0.92,12,6.9,1.1,0.24,349,0.82,<1,<1,1258,2012
2300,OYEREN,STROMMEN,MAY,27,6.8,6.9,52,1.02,12,6.6,0.9,0.45,39,0.92,<1,<1,198,2012
2303,OYEREN,STROMMEN,MAY,27.8,6.2,6.6,44,0.94,12,6.7,0.7,0.21,715,0.95,<1,<1,1630,2012
2290,OYEREN,,MAY,28.4,4.5,6.5,77,0.98,6,7.1,1.1,0.34,400,0.67,<1,<1,2675,2012
2299,OYEREN,,JUN,28.8,4,7,19279,0.86,6,7.1,0.9,0.03,98,0.85,<1,<1,233,2012
2305,OYEREN,,JUN,28.8,7,7.4,69,0.96,6,7.1,1,0.12,230,0.9,<1,<1,660,2012
2296,OYEREN,,JUN,25.9,6.5,6.8,58,0.84,6,7.2,0.5,0.24,303,0.87,<1,<1,1026,2012
2292,OYEREN,,JUN,28,4.6,6.9,98,0.9,6,6.4,0.6,0.11,168,0.88,<1,<1,348,2012
2306,OYEREN,,JUL,28.5,6.6,7.3,12327,0.84,14,7,0.6,0.71,1326,0.75,<1,<1,2210,2012
1442,OYEREN,,JUL,28.8,7.1,7,51,1.08,14,6.6,1,0.78,750,1.04,<1,<1,1700,2012
1448,OYEREN,,JUL,27.6,6.2,7.5,371,0.93,14,7.5,1.1,1.62,3,0.66,<1,<1,528,2012
2352,OYEREN,STROMMEN,JUL,27.6,6.2,7.7,316,0.98,14,6.9,1.3,2.41,3,0.72,<1,<1,312,2012
1444,OYEREN,STROMMEN,AUG,28.3,7.3,7.1,241,0.86,12,6.8,2.9,1.17,100,0.76,<1,<1,185,2012
2780,OYEREN,STROMMEN,AUG,27.5,7.7,7.4,121,0.88,12,5.4,1.4,0.64,378,0.8,<1,<1,1255,2012
1894,OYEREN,,AUG,30.5,6.5,7.3,64,1.01,13,6.7,1,2.6,236,0.77,<1,<1,420,2012
1892,OYEREN,STROMMEN,AUG,29.5,6.9,7.4,57,0.89,6,6.4,1,1.28,46,0.13,<1,<1,409,2012
2423,OYEREN,STROMMEN,SEP,22.3,7.5,8,211,1.02,6,3,1.9,0.39,3005,0.81,<1,<1,6858,2012
2424,,STROMMEN,SEP,22.3,7.2,8,263,0.89,6,3.1,3.7,0.63,6625,0.73,<1,<1,14725,2012
2425,OYEREN,STROMMEN,SEP,25,7,7.6,111,1.01,15,2.9,1.6,0.67,1081,0.69,<1,<1,2743,2012
2422,OYEREN,STROMMEN,SEP,25.9,7.5,7.9,205,0.94,18,2.9,1.5,1,1615,0.68,<1,<1,3542,2012
1642,OYEREN,STROMMEN,OCT,25.9,7.1,7.7,283,0.91,11,3.7,2.3,1.73,2882,0.69,<1,<1,6692,2012
1643,OYEREN,STROMMEN,OCT,24.8,7.4,8,263,0.85,9,4.5,1.7,0.65,3113,0.86,<1,<1,6617,2012
1455,OYEREN,STROMMEN,OCT,27.5,8.1,8,300,0.84,16,5.3,2.3,0.45,2272,0.77,<1,<1,4569,2012
1456,OYEREN,STROMMEN,OCT,28,7.8,8,13103,1.09,3,6.1,2.1,0.59,277,0.15,<1,<1,739,2012
2426,OYEREN,STROMMEN,NOV,25,7.4,8,207,1,12,6.9,1.5,0.53,1356,0.77,<1,<1,2872,2012
2427,OYEREN,STROMMEN,NOV,25.8,7.2,8,198,0.84,12,7.7,1.4,0.57,677,0.77,<1,<1,1850,2012
1685,OYEREN,STROMMEN,NOV,26.8,6.5,8.1,729,1.1,12,8.5,1,0.65,0,0.73,<1,<1,0,2012
2444,OYEREN,STROMMEN,NOV,31,3,8.1,1086,0.98,6,9.3,0,0.1,0,0.68,<1,<1,0,2012
2442,OYEREN,STROMMEN,DEC,32,6.9,8.2,10910,0.91,6,,0,0.02,0,0.74,<1,<1,0,2012
2443,OYEREN,STROMMEN,DEC,31,6,8,17990,0.96,6,,0,0.07,0,0.82,<1,<1,0,2012
2445,OYEREN,STROMMEN,DEC,28,4.8,7.7,48500,0.87,6,,0,0.34,0,0.64,<1,<1,0,2012
1450,OYEREN,STROMMEN,DEC,28.4,6.3,7.6,830,0.99,6,,1.8,0.24,738,0.67,<1,<1,2020,2012
1159,SEVELLE,STROMMEN,JAN,24,7.4,7.6,104,1.05,14,7.1,1.2,0.09,0,0.65,<1,<1,0,2012
1885,SEVELLE,STROMMEN,JAN,0,6.9,7.8,440,0.99,14,7.1,3.4,1.21,0,0.65,<1,<1,0,2012
1023,SEVELLE,STROMMEN,JAN,24.8,5.8,7.2,732,0.92,14,7.4,8.5,3.83,1089,0.7,<1,<1,4838,2012
1024,SEVELLE,STROMMEN,FEB,24,5.6,7.4,1322,0.88,14,7.5,15.3,15,16750,0.17,<1,<1,41500,2012
1295,SEVELLE,STROMMEN,FEB,25,5.4,7.3,809,0.97,12,7.2,10,4.2,4278,0.61,<1,<1,8975,2012
1473,SEVELLE,STROMMEN,FEB,23.3,5.7,7.3,1103,0.95,12,6.9,14.3,13.75,20250,0.2,<1,<1,52500,2012
1698,SEVELLE,STROMMEN,FEB,25.8,5.7,7.5,906,0.98,7,7.8,24,14.18,7863,0.81,<1,<1,17625,2012
1699,SEVELLE,STROMMEN,MAR,25.8,3.5,7.4,1064,1,7,8,20,13.2,8000,0.67,<1,<1,14500,2012
1700,SEVELLE,STROMMEN,MAR,25.8,3.2,7.6,1197,0.87,,8,27.3,19.2,20250,0.77,<1,<1,40250,2012
1701,SEVELLE,STROMMEN,MAR,26,4.7,7.3,1383,0.97,12,7.7,32.8,16.4,14388,0.74,<1,<1,42875,2012
1702,SEVELLE,STROMMEN,APR,26,4.8,7.4,1063,0.99,12,7.9,16,5.03,3138,0.69,<1,<1,8025,2012
1703,SEVELLE,STROMMEN,APR,24.4,5.3,7.5,1532,1.05,12,8,18.3,15.8,27000,0.7,<1,<1,63500,2012
1704,SEVELLE,STROMMEN,APR,23.4,5.6,7.5,1269,0.95,6,7.8,34.5,12.15,22000,0.81,<1,<1,60000,2012
1705,SEVELLE,STROMMEN,APR,24.3,5.4,7.4,1194,0.88,,8.5,22,8.3,10000,0.67,<1,<1,35000,2012
1025,SEVELLE,STROMMEN,MAY,17.7,6.1,6.8,780,1.03,,8.3,14.7,0,0,0.8,<1,<1,0,2012
1026,,STROMMEN,MAY,17,6.1,6.8,773,0.88,,7.8,14.7,0,0,0.85,<1,<1,0,2012
1887,,STROMMEN,MAY,17.3,6,7,820,1,,8.5,15.3,0,0,0.68,<1,<1,0,2012
1718,,STROMMEN,MAY,28,4.8,7.9,650,0.9,,8.2,3.2,0.68,6,0.66,<1,<1,62,2012
1719,SEVELLE,STROMMEN,JUN,32,5,7.3,390,0.92,,7.3,2.8,0.14,4,0.88,<1,<1,20,2012
1871,SEVELLE,STROMMEN,JUN,21.4,8.3,7.6,334,0.9,,8.3,1,0.49,9,0.86,<1,<1,16,2012
2624,SEVELLE,STROMMEN,JUN,22.3,8.2,7.7,316,0.83,,8,1.2,0.48,11,0.84,<1,<1,20,2012
1884,SEVELLE,STROMMEN,JUN,18.3,3.1,7.8,1261,0.99,11,7.7,195.4,4.78,0,0.2,<1,<1,0,2012
2625,SEVELLE,STROMMEN,JUL,22.8,8.3,7.6,304,1,11,7.4,1.2,0.51,12,0.89,<1,<1,20,2012
1870,SEVELLE,STROMMEN,JUL,21.8,5.5,7.6,743,0.91,11,7.1,7.6,1.02,81,0.84,<1,<1,166,2012
2948,SEVELLE,,JUL,26.9,5.1,7.8,657,0.92,11,6.8,1.7,0.26,6,0.81,<1,<1,23,2012
2947,SEVELLE,,AUG,27.3,5.3,7.8,623,1.13,17,6.5,1.7,0,0,0.82,<1,<1,0,2012
2869,SEVELLE,,AUG,19,8.7,7.1,252,0.92,17,6.2,4.9,0,0,0.75,<1,<1,10,2012
2875,SEVELLE,,AUG,26,5.1,7.2,17,0.88,17,5.9,1,0,0,0.83,<1,<1,10,2012
2868,SEVELLE,,AUG,19,10,7.4,157,0.9,17,5.6,0.6,0,0,0.95,<1,<1,5,2012
1424,SEVELLE,STROMMEN,SEP,21.8,5.9,7,164,0.98,17,5.3,1.6,0,0,0.83,<1,<1,74,2012
1457,SEVELLE,STROMMEN,SEP,22.3,6.1,7.3,141,1.08,15,5,1.4,0,0,0.75,<1,<1,63,2012
1627,SEVELLE,STROMMEN,OCT,22.3,5.6,7.1,427,0.9,16,4.7,1.4,0,0,0.82,<1,<1,175,2012
1628,SEVELLE,STROMMEN,OCT,22.3,4.7,7,527,0.97,15,4.4,1.9,0,0,0.82,<1,<1,42,2012
2861,SEVELLE,STROMMEN,NOV,23,5.5,8.6,116,0.93,16,4.1,4.5,0,0,0.78,<1,<1,113,2012
2862,SEVELLE,STROMMEN,NOV,23,6.8,6.8,160,0.96,15,3.8,1.5,0,0,0.88,<1,<1,23,2012
2864,SEVELLE,STROMMEN,DEC,23,7,7.4,47,0.94,16,3.5,1,0,0,0.82,<1,<1,5,2012
2874,SEVELLE,STROMMEN,DEC,23,7.3,7.8,116,0.93,12,3.2,1.2,0,0,0.86,<1,<1,10,2012
1458,BRUSDALSVATNET,ALESUND,JAN,22,5.5,7.3,179,0.94,12,6.9,1.2,0,0,0.7,<1,<1,75,2012
1624,BRUSDALSVATNET,ALESUND,JAN,22.3,4.7,7.4,220,0.92,12,7.1,1.6,0,0,0.79,<1,<1,140,2012
2863,BRUSDALSVATNET,,JAN,27,4.9,7,180,0.97,12,7.6,1.2,0,0,0.95,<1,<1,10,2012
2873,BRUSDALSVATNET,ALESUND,FEB,30,5.8,7.8,367,0.92,6,6.9,6.2,0,0,0.17,<1,<1,95,2012
1925,BRUSDALSVATNET,ALESUND,FEB,23,5.8,7.4,249,0.86,6,7,1,0,0,0.76,<1,<1,37,2012
2877,BRUSDALSVATNET,ALESUND,FEB,23,6.2,6.9,182,0.91,6,7.2,2.1,0,0,0.81,<1,<1,8,2012
1926,,ALESUND,MAR,22.7,5.5,7.7,356,1.04,6,3.1,1.2,0,0,0.29,<1,<1,202,2012
2878,BRUSDALSVATNET,ALESUND,MAR,23,5.1,6.9,190,0.97,6,7,2.3,0,0,0.85,<1,<1,33,2012
2867,BRUSDALSVATNET,ALESUND,MAR,23.5,5.2,7.1,164,0.95,14,7.1,2.8,0,0,1.16,<1,<1,20,2012
2852,BRUSDALSVATNET,ALESUND,MAR,23,4.6,7,188,0.94,14,7.1,2.8,0,0,0.86,<1,<1,18,2012
2879,BRUSDALSVATNET,ALESUND,APR,23.5,5.6,6.6,165,0.92,14,7.1,1.9,0,0,0.24,<1,<1,23,2012
1625,BRUSDALSVATNET,ALESUND,APR,23,1.9,6.8,484,0.88,14,6.7,15.3,0,0,0.94,<1,<1,1075,2012
1626,BRUSDALSVATNET,ALESUND,APR,23,2.5,7.1,424,0.9,12,7.1,16.7,0,0,0.82,<1,<1,682,2012
2858,BRUSDALSVATNET,ALESUND,MAY,22.5,5.5,6.9,118,0.92,12,7.1,2.8,0,0,0.79,<1,<1,10,2012
2859,BRUSDALSVATNET,ALESUND,MAY,23,6,7,100,0.91,12,7.1,4.2,0,0,0.88,<1,<1,10,2012
2860,,ALESUND,MAY,22.5,4.9,6.9,93,0.91,12,7.2,3.6,0,0,0.73,<1,<1,25,2012
2880,,ALESUND,JUN,20,4.8,7,167.1,0.93,12,6.4,2.8,0,0,0.93,<1,<1,0,2012
1927,,ALESUND,JUN,22.7,5.4,7.2,211,0.9,12,7,1.1,0,0,0.81,<1,<1,78,2012
2853,,ALESUND,JUN,26,6,7.5,231,0.97,12,6.6,1.1,0,0,0.8,<1,<1,10,2012
2854,BRUSDALSVATNET,ALESUND,JUL,19,5.6,7.1,319,0.96,12,7.5,4.4,0,0,0.86,<1,<1,15,2012
2856,BRUSDALSVATNET,ALESUND,JUL,22.5,5.7,6.9,261,0.96,12,6.9,2.3,0,0,0.93,<1,<1,53,2012
2870,BRUSDALSVATNET,ALESUND,JUL,18.9,9.9,7.1,163,0.98,12,6.8,1,0,0,0.86,<1,<1,35,2012
2872,BRUSDALSVATNET,ALESUND,JUL,21,6.1,7.6,163,0.89,14,,4.5,0,0,0.82,<1,<1,25,2012
2855,BRUSDALSVATNET,ALESUND,AUG,22.5,5.1,6.9,170,0.95,17,7.3,2.5,0,0,0.95,<1,<1,10,2012
2876,BRUSDALSVATNET,ALESUND,AUG,23,3.8,7,192,1.03,17,7.2,3,0,0,0.86,<1,<1,23,2012
1632,BRUSDALSVATNET,ALESUND,AUG,24.4,7.8,7.2,139,0.99,9,7.2,1.9,0.56,263,1.04,<1,<1,359,2012
1428,BRUSDALSVATNET,,AUG,21.8,6.5,3.1,489,0.95,9,7.9,6.1,0.52,32,0.76,<1,<1,47,2012
1631,BRUSDALSVATNET,,SEP,20.8,7.3,7,162,0.96,,7.9,2.2,0.69,2085,0.83,<1,<1,2633,2012
1633,BRUSDALSVATNET,,SEP,25.2,7.8,7.1,136,0.95,,7.6,1.9,0.52,303,0.88,<1,<1,409,2012
